,name,artist
961,chill,trey songz
962,hallucinations,dvsn
963,estamos bien,bad bunny
964,wanna know,sabrina claudio
965,i don’t wanna live forever (fifty shades darker),zayn
966,high for this,the weeknd
967,paradise (feat. yung bleu),h.e.r.
968,hard for me,michele morrone
969,go fuck yourself,two feet
970,wicked games,the weeknd
971,come through (feat. chris brown),h.e.r.
972,living room flow - bonus,jhené aiko
973,i am the fire,ghost monroe
974,i feel like i'm drowning,two feet
975,all my heroes - radio edit,naeleck
976,here she comes again,röyksopp
977,i see red,everybody loves an outlaw
978,love is a bitch,two feet
979,the one for me,francesca monte
980,don't call me up,mabel
981,on the way (feat. mila j),jhené aiko
982,you,li scott
983,butterflies pt. 2 - wale remix,queen naija
984,streets,doja cat
985,sweat,zayn
986,california (from songland) (feat. tyga),usher
987,temperature rising,tory lanez
988,long nights,6lack
989,deeper,summer walker
990,closer,mario
991,dying 4 your love,snoh aalegra
992,only u,jade moss
993,let me know,brent faiyaz
994,nothing less,partynextdoor
995,"crazy in love - from the ""fifty shades of grey"" soundtrack",various artists
996,facetime (with durand bernarr) - remix,ari lennox
997,wake up love,teyana taylor
998,helluvaride,oceans ahead
999,frank ocean,kaash paige
1000,comfortable,h.e.r.
1001,slow wine bass line (feat. teddy riley),lloyd
1002,love me like you do,various artists
1003,pretty girl hi!,umi
1004,capital letters,various artists
1005,wife this,abigail bleu
1006,for you (fifty shades freed) (& rita ora),various artists
1007,not you too (feat. chris brown),drake
1008,high (& dua lipa),various artists
1009,dive,victoria monét
1010,heaven,various artists
1011,"earned it (fifty shades of grey) - from the ""fifty shades of grey"" soundtrack",various artists
1012,prisoner,various artists
1013,big spender (feat. prince charlez),various artists
1014,moment,victoria monét
1015,nirvana,swt valli hi
1016,wrong places (from songland),h.e.r.
1017,nice & slow,usher
1018,wee hours (feat. jhené aiko),the-dream
1019,never tear us apart,various artists
1020,pony,various artists
1021,bussit,ari lennox
1022,"salted wound - from ""fifty shades of grey"" soundtrack",various artists
1023,"i'm on fire - from ""fifty shades of grey"" soundtrack",various artists
1024,"i put a spell on you (fifty shades of grey) - from ""fifty shades of grey"" soundtrack",various artists
1025,i don’t wanna live forever (fifty shades darker),various artists
1026,the scientist,various artists
1027,like this (with ann marie),mitch
1028,banger,11:11
1029,flaws and all,ebenezer
1030,"or nah (feat. the weeknd, wiz khalifa & dj mustard) - remix",ty dolla $ign
1031,often,the weeknd
1032,formula,labrinth
1033,lovers,anna of the north
1034,slow dancing in the dark,joji
1035,show me you,dynamyte
1036,hold,vera blue
1037,feel it,michele morrone
1038,eyes on fire,blue foundation
1039,dress,taylor swift
1040,rocket,beyoncé
1041,sex,cheat codes
1042,faded,zhu
1043,i feel it coming,the weeknd
1044,don't speak,alvin anthony
1045,ride it,regard
1046,sexual healing - kygo remix,marvin gaye
1047,love you,rsn
1048,moth to a flame (with the weeknd),swedish house mafia
1049,the world is mine,conki
1050,only us,kygo
1051,lovefool,twocolors
1052,i feel like you,b.r.t
1053,one right now (with the weeknd),post malone
1054,come with me - radio mix,nora en pure
1055,show me,b.r.t
1056,"survive (feat. emeli sandé, gucci mane)",don diablo
1057,you,regard
1058,let it go,armonize
1059,i took a pill in ibiza - seeb remix,mike posner
1060,ain’t the one,conki
1061,lose control,meduza
1062,ily (i love you baby) (feat. emilee),surf mesa
1063,nobody,b.r.t
1064,secrets,regard
1065,letting go,ikusa
1066,say my name,imad
1067,hard for me,michele morrone
1068,your love (9pm),atb
1069,touch the sky,blue man
1070,peaches (feat. daniel caesar & giveon),justin bieber
1071,breaking me,topic
1072,say yes,b.r.t
1073,dancing in the moonlight (feat. neimy),jubël
1074,piece of your heart,meduza
1075,get away,robert s
1076,monster - toniia remix,jamison
1077,love me,b.r.t
1078,love tonight - david guetta remix edit,shouse
1079,can't feel my face,steve void
1080,love u,goodkins
1081,let me love you (feat. chris crone),sjur
1082,diamond,third perspective
1083,high for this,the weeknd
1084,lonely,joel corry
1085,sing it louder,third perspective
1086,love not war (the tampa beat),jason derulo
1087,born to love (feat. shells),meduza
1088,self control,b.r.t
1089,i'm just feelin' (du du du),imanbek
1090,bad ways,conki
1091,body,loud luxury
1092,never let me go,b.r.t
1093,the business,tiësto
1094,thinking about it (let it go) - kvr remix,nathan goshen
1095,how to save a life,rolipso
1096,fragile,kygo
1097,paradise (feat. dermot kennedy),meduza
1098,waiting for you,b.r.t
1099,i don't wanna know,silience
1100,down,emdi
1101,show me love - edx remix / radio edit,sam feldt
1102,we can talk baby,conki
1103,sexy chick,galwaro
1104,crush,alvin anthony
1105,breakaway,weisser quiff
1106,memory book,rolipso
1107,magnetic,steam phunk
1108,don't be shy,tiësto
1109,"hey now, hey now (don’t dream it’s over)",conki
1110,wasted love (feat. lagique),ofenbach
1111,by my side,b.r.t
