,name,artist
924,lullaby,umi
925,deep,summer walker
926,honesty,pink sweat$
927,easily,bruno major
928,hold me down,daniel caesar
929,jaded,drake
930,belong to you (feat. 6lack),sabrina claudio
931,frozen,sabrina claudio
932,over and over,sky
933,stuck on you,giveon
934,around me,brent faiyaz
935,right my wrongs,bryson tiller
936,love you too much,lucky daye
937,sativa,jhené aiko
938,what dreams are made of,evann mcintosh
939,japanese denim,daniel caesar
940,poison,brent faiyaz
941,heartbreak anniversary,giveon
942,dance with me,john alex
943,violet,daniel caesar
944,get to you again,mac ayres
945,mutual butterflies,ryan trey
946,otw,khalid
947,"yo love - from ""queen & slim: the soundtrack""",vince staples
948,focus,h.e.r.
949,blessed,daniel caesar
950,call it what you want,rum.gold
951,every kind of way,h.e.r.
952,"frank ocean ""thinking about you""",dlexer
953,gone away,h.e.r.
954,love songs - remix,kaash paige
955,midnight blues,umi
956,april 25th,kadeem tyrell
957,shame,summer walker
958,beg,leon thomas
959,i want you around (feat. 6lack) - remix,snoh aalegra
960,we find love,daniel caesar
961,comfortable,h.e.r.
962,ugotme,omar apollo
963,beauty & essex,free nationals
964,home,dylan sinclair
965,blu,elujay
966,gonna love me,teyana taylor
967,open up,daniel caesar
968,broken clocks,sza
969,calling my phone,lil tjay
970,telepatía,kali uchis
971,use to,alyssa moneyse
972,hooked,alyssa moneyse
973,leave the door open,bruno mars
974,on the way (feat. mila j),jhené aiko
975,all i want,ajia
976,all i need (with mahalia & ty dolla $ign),jacob collier
977,jasmine,dpr live
978,free,j-sol
979,let me explain,bryson tiller
980,g.o.a.t.,eric bellinger
981,strawberry skies,kid travis
982,delectable,lindsxy mesenburg
983,losing,h.e.r.
984,that's why i love you (feat. sabrina claudio),sir
985,time,free nationals
986,(everything i do) i do it for you,bryan adams
987,say what you want,smoking u
988,more than words,extreme
989,hard to say i'm sorry - 2007 remaster,chicago
990,nothing's gonna stop us now,tamara perez
991,all for love,rod stewart
992,angels,robbie williams
993,kiss me,elena monis
994,hero,mariah carey
995,all out of love,air supply
996,wicked game,lee andre
997,still loving you,scorpions
998,(i just) died in your arms,cutting crew
999,must be talking to an angel,tamara perez
1000,thank you,laura poles
1001,close my eyes forever,lita ford
1002,i want to know what love is - 1999 remaster,foreigner
1003,alone,various artists
1004,"i don't want to miss a thing - from the touchstone film, ""armageddon""",aerosmith
1005,torn,smoking u
1006,to be with you,mr. big
1007,"it must have been love - from the film ""pretty woman""",roxette
1008,love is all around,lee andre
1009,time after time,cyndi lauper
1010,runaway train,elena monis
1011,i just called to say i love you,stevie wonder
1012,black velvet,alannah myles
1013,don't let go,sandra molinas
1014,eternal flame,the bangles
1015,right here waiting,richard marx
1016,un-break my heart,sandra molinas
1017,africa,toto
1018,careless whisper,george michael
1019,up where we belong,tamara & diego grande
1020,nothing compares 2 u,sinéad o'connor
1021,you're still the one,shania twain
1022,everybody hurts,tamara perez
1023,i'll stand by you,pretenders
1024,take my breath away,berlin
1025,when a man loves a woman,michael bolton
1026,true - single edit,spandau ballet
1027,carrie,europe
1028,please forgive me i can't stop loving you,various artists
1029,"my heart will go on - love theme from ""titanic""",céline dion
1030,wind of change,scorpions
1031,i will always love you,whitney houston
1032,can't fight this feeling,reo speedwagon
1033,broken wings,mr. mister
1034,all night long (all night) - single version,lionel richie
1035,fast car,tracy chapman
1036,total eclipse of the heart,bonnie tyler
1037,it's a wild world,tamara & diego grande
1038,drive - 2017 remaster,the cars
1039,woman in love,barbra streisand
1040,glory of love,peter cetera
1041,i.f.l.y.,bazzi
1042,comethru (bonus track),jeremy zucker
1043,the sad stoned kid at the skatepark,lewis kelly
1044,just you and i - acoustic,tom walker
1045,i got you,bazzi
1046,strawberry huracan,masn
1047,anyone,justin bieber
1048,mirror,henri werner
1049,butterflies,thomas reid
1050,"hey stupid, i love you",jp saxe
1051,land of dreams,rewind
1052,be like that - feat. swae lee & khalid,kane brown
1053,miss you through the phone,sazu
1054,house of cards,sophia alexa
1055,stuck with u (with justin bieber),ariana grande
1056,caught,mia baron
1057,mi cora en tus manos,joanna crass
1058,i'm going down,rnaq
1059,worn out,thomas reid
1060,sad world,jess benko
1061,drivers license,olivia rodrigo
1062,if this was a movie,jesse blue
1063,when nobody's watching,jess benko
1064,love songs - bonus,kaash paige
1065,butterflies,thomas reid
1066,flashbacks,otherwise fine
1067,sunrise,ali gatie
1068,away from you,roundrobin
1069,this is how you fall in love,jeremy zucker
1070,space,chanelle ray
1071,feels like you,faime
1072,life goes on!!,sophie powers
1073,spare change,thomas reid
1074,right here,keshi
1075,be with you,imfinenow
1076,it's you,ali gatie
1077,how to be friends,martin jasper
1078,in my dreams,rnla
1079,hurt somebody,noah kahan
1080,what if i told you that i love you,ali gatie
1081,enough for us,the wdk
1082,conversations in the dark,john legend
1083,can't let you go,ali gatie
1084,uninvited,qwiet type
1085,babysitter,dinergirl
1086,i haven't let go,rnaq
1087,your lovin' (feat. mø & yxng bane),steel banglez
1088,glitter,benee
1089,peru,fireboy dml
1090,face to face,ruel
1091,say you won't let go,james arthur
1092,confessions,tristan
1093,supercuts,jeremy zucker
1094,the other side,christian lopez
1095,phantom,sven cilliers
1096,"u move, i move (feat. jhene aiko)",john legend
1097,be the one,jeryko
1098,if the world was ending (feat. julia michaels),jp saxe
1099,wife this,abigail bleu
1100,before you go,lewis capaldi
1101,workin,ashley david
1102,touch,austn
1103,arizona,jordan mitchell
1104,losing me,rolipso
1105,mariposa,peach tree rascals
1106,flare guns,quinn xcii
1107,because of you,sazu
1108,take it easy,surfaces
1109,safe place,rnaq
1110,all of me,various artists
1111,i wanna be your slave,creamy
1112,saturday nights,khalid
1113,wait for you,tom walker
1114,you saved me,shuja
1115,do it again,kaj
1116,circles,post malone
1117,skeletons,keshi
1118,death bed (coffee for your head),powfu
1119,you were good to me (bonus track),jeremy zucker
1120,falling like the stars,james arthur
1121,let her go,passenger
1122,love lies (with normani),khalid
1123,let me love you,mario
1124,can't find now,the wdk
1125,never was,tyler rayn
1126,same effect,benee
1127,running on my mind,ali gatie
1128,renee's song,bazzi
1129,canary wharf,roundrobin
1130,say to you,ali gatie
1131,a song for me,ollie wade
1132,thinking out loud,ed sheeran
1133,love on the brain,rihanna
1134,my favourite clothes,rini
1135,someone you loved,lewis capaldi
1136,off the grid (feat. khalid),alina baraz
1137,soaked,benee
1138,head first,christian french
1139,stay with me,sam smith
1140,mean it,lauv
